0.5, 1, 1000, 0.005562000000000067, 0.003090000000000037
0.5, 10, 1000, 0.006969000000000003, 0.0047120000000000495
0.5, 1000, 1000, 0.010763000000000078, 0.00673199999999996
0.75, 1, 1000, 0.005399999999999849, 0.0028120000000000367
0.75, 10, 1000, 0.007543000000000077, 0.003949000000000202
0.75, 1000, 1000, 0.014572999999999947, 0.008554999999999868
1.0, 1, 1000, 0.005470000000000086, 0.0028839999999998867
1.0, 10, 1000, 0.007211999999999996, 0.004240000000000244
1.0, 1000, 1000, 0.017325000000000035, 0.011638999999999733
1.5, 1, 1000, 0.0063189999999999635, 0.002978999999999843
1.5, 10, 1000, 0.007715000000000138, 0.005123999999999906
1.5, 1000, 1000, 0.022616999999999887, 0.014575000000000227
2.0, 1, 1000, 0.0053720000000003765, 0.0028290000000001925
2.0, 10, 1000, 0.0071159999999999, 0.005400999999999989
2.0, 1000, 1000, 0.027681999999999984, 0.021968999999999905
