1, 100, 0.00045930399999997523, 0.00021003333333335927, 0.5
1, 500, 0.0032163446666667226, 0.0009663773333333792, 0.5
1, 1000, 0.004779416000000018, 0.002855407999999985, 0.5
1, 5000, 0.021008837666666613, 0.010878507, 0.5
1, 10000, 0.0435444196666667, 0.020787593666666677, 0.5
1, 50000, 0.26012120266666666, 0.13511582866666702, 0.5
10, 100, 0.00054079999999986, 0.0002678666666667458, 0.5
10, 500, 0.0028063709999998445, 0.0013881133333333295, 0.5
10, 1000, 0.005424251000000287, 0.0027925466666666545, 0.5
10, 5000, 0.028933798333333094, 0.0192836320000002, 0.5
10, 10000, 0.06704248333333347, 0.030520038333333055, 0.5
10, 50000, 0.322120705666667, 0.18496907033333385, 0.5
50, 100, 0.0005557666666670494, 0.00028697900000018706, 0.5
50, 500, 0.003260536999999767, 0.001655279000000102, 0.5
50, 1000, 0.007364328333334076, 0.0037411703333323962, 0.5
50, 5000, 0.05259309366666661, 0.038272010333333384, 0.5
50, 10000, 0.11318033366666569, 0.07521239366666659, 0.5
50, 50000, 0.6222285986666675, 0.3705078936666671, 0.5
100, 100, 0.0005386333333324463, 0.00027433333333467164, 0.5
100, 500, 0.0063703773333330105, 0.0017218480000001553, 0.5
100, 1000, 0.007893021333333175, 0.0039587110000004104, 0.5
100, 5000, 0.06010869433333236, 0.04596853733333243, 0.5
100, 10000, 0.1654472783333342, 0.09515053066666468, 0.5
100, 50000, 0.969227720000004, 0.6217233513333346, 0.5
1, 100, 0.00045266666667487243, 0.00023386666666643427, 1.0
1, 500, 0.0020354846666682156, 0.001010366666667058, 1.0
1, 1000, 0.004045274333340861, 0.0020502666666667815, 1.0
1, 5000, 0.021031711333336034, 0.013295550333334441, 1.0
1, 10000, 0.043533838333336426, 0.021899800666664266, 1.0
1, 50000, 0.24881607066666808, 0.1401550769999981, 1.0
10, 100, 0.0007258793333259442, 0.0006042796666652824, 1.0
10, 500, 0.014014308666664496, 0.001807492666666614, 1.0
10, 1000, 0.005329961666674876, 0.002806972000006643, 1.0
10, 5000, 0.03717766200000483, 0.015913455666662912, 1.0
10, 10000, 0.05853446933333354, 0.03135892366666345, 1.0
10, 50000, 0.33724516433333446, 0.2104795396666693, 1.0
50, 100, 0.0006432333333303101, 0.00032019999999969667, 1.0
50, 500, 0.004213247666669417, 0.00271238266666766, 1.0
50, 1000, 0.009876946666665276, 0.004803705666669582, 1.0
50, 5000, 0.06490777700000668, 0.03219428166666679, 1.0
50, 10000, 0.11446737899999941, 0.07020396933333473, 1.0
50, 50000, 0.6207214976666601, 0.4449827603333271, 1.0
100, 100, 0.0006465000000067297, 0.0003288803333418855, 1.0
100, 500, 0.0046242743333285334, 0.002201466666652626, 1.0
100, 1000, 0.010772908666657107, 0.007297400999997687, 1.0
100, 5000, 0.0854600810000079, 0.052976593666670624, 1.0
100, 10000, 0.20150420533333127, 0.11511141699999901, 1.0
100, 50000, 0.9900791943333331, 0.6657129473333327, 1.0
1, 100, 0.0004479333333335944, 0.000243466666660197, 2.0
1, 500, 0.0022490599999874425, 0.001034526666662335, 2.0
1, 1000, 0.004052219999996017, 0.0019755800000117083, 2.0
1, 5000, 0.02156468066666169, 0.010534960999990517, 2.0
1, 10000, 0.0616160023333426, 0.027501885000001874, 2.0
1, 50000, 0.27054595399998976, 0.1308842679999979, 2.0
10, 100, 0.000549246333340155, 0.0002721333333302785, 2.0
10, 500, 0.0026377720000046643, 0.0013853000000002187, 2.0
10, 1000, 0.005276205666670346, 0.0027703463333447567, 2.0
10, 5000, 0.03842664166665107, 0.01792428099999673, 2.0
10, 10000, 0.05851117433332812, 0.03488266966667197, 2.0
10, 50000, 0.3859406993333228, 0.19669743300000656, 2.0
50, 100, 0.0007951800000114417, 0.0003756666666750637, 2.0
50, 500, 0.005060905666662545, 0.0024934393333353455, 2.0
50, 1000, 0.01024055833332227, 0.005345972999994804, 2.0
50, 5000, 0.06864691566666654, 0.035388778666667044, 2.0
50, 10000, 0.11792713099999712, 0.0767633916666739, 2.0
50, 50000, 0.6254045170000021, 0.41685482000001645, 2.0
100, 100, 0.0008144666666680678, 0.00040181266666650117, 2.0
100, 500, 0.006100810333331689, 0.003043572000005194, 2.0
100, 1000, 0.015248641333338734, 0.008745802666671429, 2.0
100, 5000, 0.09746467933333254, 0.06462457233333414, 2.0
100, 10000, 0.1895781833333293, 0.13652167833333806, 2.0
100, 50000, 0.9905225973333245, 0.6740215486666633, 2.0
